crawl_at,source,month,segment,rank,series_id,series_name,brand_name,sub_brand_name,sales,price,last_rank,source_url
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,纯电动,6,3762,Model 3,特斯拉,特斯拉中国,18370,23.55-33.95万,42,https://www.dongchedi.com/sales/sale-energy_1-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,纯电动,7,4499,五菱宏光MINIEV,五菱汽车,上汽通用五菱,18308,3.28-5.28万,11,https://www.dongchedi.com/sales/sale-energy_1-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,纯电动,8,9689,元UP,比亚迪,比亚迪,17043,6.98-10.48万,7,https://www.dongchedi.com/sales/sale-energy_1-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,纯电动,9,25634,长安启源Q05,长安启源,长安启源,15954,6.99-10.99万,5,https://www.dongchedi.com/sales/sale-energy_1-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,纯电动,10,5828,MG4,名爵,上汽集团,15067,6.58-9.98万,12,https://www.dongchedi.com/sales/sale-energy_1-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,1,25559,钛7 PHEV,方程豹,方程豹,16247,17.98-21.98万,1,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,2,3504,宋Pro DM,比亚迪,比亚迪,15497,9.78-12.99万,2,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,3,4802,秦PLUS DM,比亚迪,比亚迪,10716,6.78-9.48万,3,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,4,24670,ZEEKR 9X,极氪,极氪,9058,46.59-59.99万,4,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,5,25910,别克至境E7,别克,别克至境,7668,15.69-19.69万,21,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,6,20138,海狮05DM,比亚迪,比亚迪,7519,9.58-12.79万,37,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,7,25871,银河M7,吉利银河,吉利银河,7024,10.98-13.78万,59,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,8,25137,海豹05DM,比亚迪,比亚迪,6307,7.48-9.58万,11,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,9,9796,秦L DM,比亚迪,比亚迪,6185,8.98-11.98万,9,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:44,懂车帝销量榜,2026年05月,插电式混动,10,25555,ZEEKR 8X,极氪,极氪,6103,35.68-50.08万,30,https://www.dongchedi.com/sales/sale-energy_2-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,1,25395,ID. ERA 9X,大众,上汽大众,5004,29.98-34.98万,4,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,2,5845,理想L6,理想汽车,理想汽车,4983,24.98-27.98万,1,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,3,25620,iCAR V27,iCAR,奇瑞新能源,3456,16.68-19.38万,2,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,4,25877,智己LS8,智己汽车,智己汽车,3090,24.98-29.98万,6,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,5,9723,北京越野BJ40增程,北京越野,北京汽车,2755,17.98-27.38万,3,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,6,5227,理想L9,理想汽车,理想汽车,2570,45.98-50.98万,14,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,7,9436,风云T11,奇瑞风云,奇瑞汽车,1459,17.69-23.69万,9,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,8,25607,智己LS9,智己汽车,智己汽车,1151,32.28-35.28万,7,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,9,9211,深蓝G318,深蓝汽车,深蓝汽车,721,17.99-22.49万,12,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
2026-06-25T00:56:45,懂车帝销量榜,2026年05月,增程式,10,20025,五菱宏光增程版,五菱汽车,上汽通用五菱,570,6.00-7.98万,10,https://www.dongchedi.com/sales/sale-energy_3-x-x-x-x-x
